kata,df,idf
statis,2,2.9237619608287004
facebook,1,3.2247919564926817
nist,4,2.622731965164719
antisipasi,1,3.2247919564926817
cybercrime,1,3.2247919564926817
port,1,3.2247919564926817
knocking,1,3.2247919564926817
notifikasi,2,2.9237619608287004
perlu,1,3.2247919564926817
ddos,2,2.9237619608287004
snort,1,3.2247919564926817
forensic,4,2.622731965164719
botnet,1,3.2247919564926817
whatsapp,4,2.622731965164719
performansi,2,2.9237619608287004
nfs,1,3.2247919564926817
samba,2,2.9237619608287004
lingkup,1,3.2247919564926817
meta,20,1.9237619608287002
multifinance,1,3.2247919564926817
ibn,1,3.2247919564926817
khaldun,1,3.2247919564926817
bogor,2,2.9237619608287004
ping,1,3.2247919564926817
death,1,3.2247919564926817
interaktif,16,2.0206719738367567
ridgeback,1,3.2247919564926817
implemetasi,1,3.2247919564926817
saraf,11,2.1833992713344563
instant,2,2.9237619608287004
10,1,3.2247919564926817
forensika,1,3.2247919564926817
trim,1,3.2247919564926817
solid,3,2.747670701773019
drive,3,2.747670701773019
iptables,1,3.2247919564926817
cegah,2,2.9237619608287004
webserver,1,3.2247919564926817
sidi,1,3.2247919564926817
tindak,1,3.2247919564926817
pidana,1,3.2247919564926817
mayantara,1,3.2247919564926817
direktorat,1,3.2247919564926817
khusus,1,3.2247919564926817
klabat,1,3.2247919564926817
kerangka,6,2.446640706109038
laden,1,3.2247919564926817
tukar,1,3.2247919564926817
berkas,1,3.2247919564926817
sni,1,3.2247919564926817
iso,2,2.9237619608287004
iec,2,2.9237619608287004
27037,1,3.2247919564926817
2014,2,2.9237619608287004
manipulasi,1,3.2247919564926817
suara,4,2.622731965164719
telah,1,3.2247919564926817
edit,1,3.2247919564926817
audio,3,2.747670701773019
ssd,1,3.2247919564926817
grr,2,2.9237619608287004
response,2,2.9237619608287004
e-mail,2,2.9237619608287004
spoofing,2,2.9237619608287004
header,1,3.2247919564926817
owasp,1,3.2247919564926817
injeksi,1,3.2247919564926817
sisi,1,3.2247919564926817
host-based,1,3.2247919564926817
frozen,1,3.2247919564926817
insiden,1,3.2247919564926817
native,1,3.2247919564926817
arp,1,3.2247919564926817
anti,2,2.9237619608287004
tool,1,3.2247919564926817
saat,2,2.9237619608287004
ini,1,3.2247919564926817
datang,1,3.2247919564926817
pranata,1,3.2247919564926817
recovery,1,3.2247919564926817
pulih,1,3.2247919564926817
aplikasin,1,3.2247919564926817
messenging,1,3.2247919564926817
book,1,3.2247919564926817
ecb,1,3.2247919564926817
inventory,4,2.622731965164719
atbash,1,3.2247919564926817
vegenere,1,3.2247919564926817
rabbit,1,3.2247919564926817
sifat,1,3.2247919564926817
polsek,1,3.2247919564926817
mangkubumi,1,3.2247919564926817
tasikmalaya,4,2.622731965164719
bangkit,1,3.2247919564926817
least,11,2.1833992713344563
significant,9,2.2705494470533565
bit,13,2.1108486041858447
short,3,2.747670701773019
twofish,1,3.2247919564926817
folder,1,3.2247919564926817
map,6,2.446640706109038
selektif,4,2.622731965164719
end,1,3.2247919564926817
algoritme,1,3.2247919564926817
msb,2,2.9237619608287004
symmetric,1,3.2247919564926817
administrator,1,3.2247919564926817
sinkronisasi,1,3.2247919564926817
256,1,3.2247919564926817
semua,1,3.2247919564926817
skipjack,1,3.2247919564926817
diffie,1,3.2247919564926817
hellman,2,2.9237619608287004
somatic,1,3.2247919564926817
hypermutation,1,3.2247919564926817
one-time,1,3.2247919564926817
kaca,3,2.747670701773019
arnold,1,3.2247919564926817
cat,2,2.9237619608287004
acm,1,3.2247919564926817
query,2,2.9237619608287004
dmq,2,2.9237619608287004
yii,2,2.9237619608287004
merkle,1,3.2247919564926817
konversi,2,2.9237619608287004
khek,1,3.2247919564926817
intranet,1,3.2247919564926817
tiga,2,2.9237619608287004
tahap,1,3.2247919564926817
klinik,2,2.9237619608287004
ridho,1,3.2247919564926817
husada,1,3.2247919564926817
frontend,1,3.2247919564926817
solidare,1,3.2247919564926817
kolaborasi,3,2.747670701773019
digest,2,2.9237619608287004
sha3,1,3.2247919564926817
salt,12,2.1456107104450566
function,3,2.747670701773019
goldbach,2,2.9237619608287004
codes,3,2.747670701773019
kompresi,56,1.476603929486481
cihper,1,3.2247919564926817
freelance,3,2.747670701773019
jaga,1,3.2247919564926817
di-download,1,3.2247919564926817
blowfish,3,2.747670701773019
eof,2,2.9237619608287004
wajah,6,2.446640706109038
kernel,2,2.9237619608287004
discriminant,1,3.2247919564926817
tulis,4,2.622731965164719
principal,6,2.446640706109038
component,7,2.3796939164784248
tandatangan,2,2.9237619608287004
karakter,2,2.9237619608287004
plat,4,2.622731965164719
momentum,1,3.2247919564926817
neural,8,2.321701969500738
jawamenggunakan,1,3.2247919564926817
lvq,4,2.622731965164719
perceptron,5,2.5258219521566625
tepi,10,2.2247919564926817
laplace,1,3.2247919564926817
sobel,4,2.622731965164719
prewit,1,3.2247919564926817
canny,2,2.9237619608287004
pca,5,2.5258219521566625
huruf,11,2.1833992713344563
hiragana,4,2.622731965164719
propagasi,4,2.622731965164719
jepang,1,3.2247919564926817
katakana,2,2.9237619608287004
radial,2,2.9237619608287004
rbf,2,2.9237619608287004
iris,1,3.2247919564926817
self,2,2.9237619608287004
organizing,1,3.2247919564926817
kohonen,3,2.747670701773019
gula,1,3.2247919564926817
pg,1,3.2247919564926817
candi,1,3.2247919564926817
bayesian,4,2.622731965164719
perankingan,3,2.747670701773019
tik,6,2.446640706109038
kain,4,2.622731965164719
tradisional,4,2.622731965164719
glcm,1,3.2247919564926817
heteroassociative,1,3.2247919564926817
kopi,2,2.9237619608287004
quantization2,1,3.2247919564926817
ganggu,2,2.9237619608287004
trimester,1,3.2247919564926817
i,2,2.9237619608287004
zone,1,3.2247919564926817
centroid,1,3.2247919564926817
block-eigenface,1,3.2247919564926817
bpnn,1,3.2247919564926817
daun,5,2.5258219521566625
telinga,2,2.9237619608287004
hijaiyah,2,2.9237619608287004
khat,1,3.2247919564926817
kufi,1,3.2247919564926817
korea,1,3.2247919564926817
hangul,1,3.2247919564926817
euclidean,2,2.9237619608287004
tujuh,1,3.2247919564926817
acu,1,3.2247919564926817
convolutional,3,2.747670701773019
rumput,2,2.9237619608287004
transformasi,38,1.6450083598758714
hough,5,2.5258219521566625
lokasi,16,2.0206719738367567
roasting,1,3.2247919564926817
biji,1,3.2247919564926817
gantung,1,3.2247919564926817
suku,2,2.9237619608287004
notasi,1,3.2247919564926817
balok,1,3.2247919564926817
momennt,1,3.2247919564926817
invariant,1,3.2247919564926817
sasak,1,3.2247919564926817
integral,1,3.2247919564926817
projection,1,3.2247919564926817
principle,1,3.2247919564926817
ekstraksi,7,2.3796939164784248
ciri,5,2.5258219521566625
mel-frequencey,1,3.2247919564926817
cepstral,1,3.2247919564926817
coefficients,1,3.2247919564926817
mfcc,1,3.2247919564926817
alif,1,3.2247919564926817
lam,1,3.2247919564926817
qamariah,1,3.2247919564926817
cosineimplementasi,1,3.2247919564926817
jejaitan,1,3.2247919564926817
korelasi,2,2.9237619608287004
nem,2,2.9237619608287004
ipk,2,2.9237619608287004
watermark,5,2.5258219521566625
spread,2,2.9237619608287004
spectrum,2,2.9237619608287004
visible,3,2.747670701773019
fractal,2,2.9237619608287004
discrete,28,1.7776339251504623
dct,11,2.1833992713344563
fourier,8,2.321701969500738
dft,3,2.747670701773019
singular,9,2.2705494470533565
decomposition,7,2.3796939164784248
svd,7,2.3796939164784248
dimensi,4,2.622731965164719
j2me,1,3.2247919564926817
metoda,1,3.2247919564926817
wavelet,37,1.6565902324256865
watermaking,1,3.2247919564926817
dwt,9,2.2705494470533565
dwt-dct,2,2.9237619608287004
segmentasi,20,1.9237619608287002
level-set,1,3.2247919564926817
chan,1,3.2247919564926817
vese,1,3.2247919564926817
lankton,1,3.2247919564926817
statistic,1,3.2247919564926817
integrasi,30,1.747670701773019
dcs,1,3.2247919564926817
ganda,4,2.622731965164719
rdwt,1,3.2247919564926817
perlingdungan,1,3.2247919564926817
hak,6,2.446640706109038
fotografi,2,2.9237619608287004
lindung,4,2.622731965164719
meggunakan,1,3.2247919564926817
walevet,1,3.2247919564926817
invisible,1,3.2247919564926817
one-to-one,1,3.2247919564926817
lsb-2,2,2.9237619608287004
sembunyi,5,2.5258219521566625
ciphertext,2,2.9237619608287004
dwt-svd,1,3.2247919564926817
detektor,1,3.2247919564926817
non-blind,1,3.2247919564926817
jpeg,2,2.9237619608287004
domain,5,2.5258219521566625
frekuensi,1,3.2247919564926817
masking-filtering,2,2.9237619608287004
cox,1,3.2247919564926817
fast,3,2.747670701773019
panorama,1,3.2247919564926817
360,1,3.2247919564926817
mosaicing,1,3.2247919564926817
secret,2,2.9237619608287004
sharing,2,2.9237619608287004
scheme,2,2.9237619608287004
joint,3,2.747670701773019
ownership,2,2.9237619608287004
histogram,6,2.446640706109038
termal,1,3.2247919564926817
likert,1,3.2247919564926817
dikotomi,1,3.2247919564926817
kuesioner,1,3.2247919564926817
gaussian,14,2.0786639208144435
mixture,1,3.2247919564926817
gmm,1,3.2247919564926817
tutur,1,3.2247919564926817
identitas,1,3.2247919564926817
region,3,2.747670701773019
interest,3,2.747670701773019
roi,3,2.747670701773019
morphology,2,2.9237619608287004
motif,6,2.446640706109038
batik,11,2.1833992713344563
disrete,1,3.2247919564926817
transformation,1,3.2247919564926817
modul,2,2.9237619608287004
klasik,1,3.2247919564926817
linier,5,2.5258219521566625
blum,1,3.2247919564926817
shub,1,3.2247919564926817
fragile,1,3.2247919564926817
verivikasi,1,3.2247919564926817
abu,1,3.2247919564926817
cetak,2,2.9237619608287004
biru,1,3.2247919564926817
jpeg2000,1,3.2247919564926817
gelap,1,3.2247919564926817
normal,1,3.2247919564926817
terang,1,3.2247919564926817
orthogonal,1,3.2247919564926817
fft,1,3.2247919564926817
besurek,2,2.9237619608287004
restorasi,2,2.9237619608287004
tua,1,3.2247919564926817
decompotision,1,3.2247919564926817
pohon,1,3.2247919564926817
biner,2,2.9237619608287004
huffman,12,2.1456107104450566
adaptif,4,2.622731965164719
medis,4,2.622731965164719
mri,3,2.747670701773019
fraktal,3,2.747670701773019
entropi,1,3.2247919564926817
punctured,1,3.2247919564926817
elias,2,2.9237619608287004
organized,1,3.2247919564926817
kuantisasi,3,2.747670701773019
bitmap,1,3.2247919564926817
24,2,2.9237619608287004
levenstein,2,2.9237619608287004
transmisi,1,3.2247919564926817
payload,2,2.9237619608287004
komurindo,2,2.9237619608287004
geometri,2,2.9237619608287004
lz78,3,2.747670701773019
burrows,3,2.747670701773019
wheler,1,3.2247919564926817
bicubic,1,3.2247919564926817
embedded,1,3.2247919564926817
zerotree,1,3.2247919564926817
sekuensial,1,3.2247919564926817
paralel,1,3.2247919564926817
gabung,4,2.622731965164719
harmony,1,3.2247919564926817
tinjau,3,2.747670701773019
psnr,1,3.2247919564926817
mp3,1,3.2247919564926817
usg,7,2.3796939164784248
dekompresi,3,2.747670701773019
haar,9,2.2705494470533565
lzw,3,2.747670701773019
matlab,4,2.622731965164719
r2013a,1,3.2247919564926817
unary,2,2.9237619608287004
coding,4,2.622731965164719
ultrasonografi,5,2.5258219521566625
mampat,4,2.622731965164719
quadro,1,3.2247919564926817
avelet,1,3.2247919564926817
dt,1,3.2247919564926817
run,4,2.622731965164719
length,4,2.622731965164719
encoding,4,2.622731965164719
rle,2,2.9237619608287004
lz77,1,3.2247919564926817
difference,2,2.9237619608287004
kecil,9,2.2705494470533565
satelite,1,3.2247919564926817
geoeye,1,3.2247919564926817
perancanganaplikasi,1,3.2247919564926817
ct,2,2.9237619608287004
scan,3,2.747670701773019
delta,2,2.9237619608287004
modulation,1,3.2247919564926817
r2015a,1,3.2247919564926817
foto,3,2.747670701773019
hadamard,1,3.2247919564926817
lempel,1,3.2247919564926817
ziv,1,3.2247919564926817
welch,1,3.2247919564926817
museum,3,2.747670701773019
geologi,1,3.2247919564926817
divisi,4,2.622731965164719
dokumentasi,2,2.9237619608287004
deflate,1,3.2247919564926817
walsh-hadamard,1,3.2247919564926817
kirim,1,3.2247919564926817
harmoni,1,3.2247919564926817
hsa,1,3.2247919564926817
iteratif,1,3.2247919564926817
lanczos,1,3.2247919564926817
regularization,1,3.2247919564926817
wheeler,2,2.9237619608287004
eksponensial,3,2.747670701773019
konvolusi,2,2.9237619608287004
retinex,2,2.9237619608287004
cerah,2,2.9237619608287004
screenshot,2,2.9237619608287004
multi-threading,1,3.2247919564926817
morfologi,11,2.1833992713344563
gradien,2,2.9237619608287004
technique,2,2.9237619608287004
batas,1,3.2247919564926817
obyek,5,2.5258219521566625
latar,1,3.2247919564926817
belakang,1,3.2247919564926817
orde,5,2.5258219521566625
tekstur,9,2.2705494470533565
pesisir,2,2.9237619608287004
backpropagasi,2,2.9237619608287004
contrast,2,2.9237619608287004
stretching,2,2.9237619608287004
biomedis,2,2.9237619608287004
median,13,2.1108486041858447
equalization,2,2.9237619608287004
radiografi,3,2.747670701773019
optimum,2,2.9237619608287004
notch,2,2.9237619608287004
filter,42,1.601542666094781
reduksi,28,1.7776339251504623
noise,32,1.7196419781727754
networks,1,3.2247919564926817
tomat,1,3.2247919564926817
keras,1,3.2247919564926817
if-then,1,3.2247919564926817
kontras,1,3.2247919564926817
mammografi,1,3.2247919564926817
71,1,3.2247919564926817
neuro,3,2.747670701773019
anfis,3,2.747670701773019
regular,3,2.747670701773019
expression,3,2.747670701773019
suratdi,3,2.747670701773019
brovey,3,2.747670701773019
cctv,4,2.622731965164719
kirsch,1,3.2247919564926817
spasial,2,2.9237619608287004
sinar-x,1,3.2247919564926817
impelemtasi,1,3.2247919564926817
top-had,1,3.2247919564926817
bottom,1,3.2247919564926817
had,1,3.2247919564926817
pemrograman,6,2.446640706109038
contoh,1,3.2247919564926817
pemrosesan,1,3.2247919564926817
urinalisis,1,3.2247919564926817
kamera,2,2.9237619608287004
fisika,3,2.747670701773019
tekstil,2,2.9237619608287004
ekualisasi,2,2.9237619608287004
telur,5,2.5258219521566625
omega-3,2,2.9237619608287004
clahe,2,2.9237619608287004
jelas,2,2.9237619608287004
pantul,2,2.9237619608287004
rontgen,4,2.622731965164719
asli,2,2.9237619608287004
cair,1,3.2247919564926817
konsumsi,1,3.2247919564926817
bbm,2,2.9237619608287004
materi,6,2.446640706109038
pisang,1,3.2247919564926817
his,2,2.9237619608287004
ycbcr,1,3.2247919564926817
tsl,1,3.2247919564926817
nipis,2,2.9237619608287004
busuk,2,2.9237619608287004
robot,2,2.9237619608287004
lane,1,3.2247919564926817
tracking,3,2.747670701773019
neighbour,2,2.9237619608287004
beda,2,2.9237619608287004
daging,2,2.9237619608287004
babi,2,2.9237619608287004
blind,1,3.2247919564926817
watershed,3,2.747670701773019
spatial,1,3.2247919564926817
pemroses,1,3.2247919564926817
mentimun,1,3.2247919564926817
denganmetode,1,3.2247919564926817
doc,2,2.9237619608287004
fusi,1,3.2247919564926817
multispektral,1,3.2247919564926817
pankromatik,1,3.2247919564926817
otsu,6,2.446640706109038
thresholding,3,2.747670701773019
ras,2,2.9237619608287004
aljabar,2,2.9237619608287004
diskrit,4,2.622731965164719
grup,1,3.2247919564926817
vi,1,3.2247919564926817
logarithmic,1,3.2247919564926817
komposisi,2,2.9237619608287004
interpretasi,1,3.2247919564926817
satelit,4,2.622731965164719
biometrika,1,3.2247919564926817
garis,2,2.9237619608287004
telapak,1,3.2247919564926817
mahalanobis,1,3.2247919564926817
renda,1,3.2247919564926817
ambang,1,3.2247919564926817
laku,3,2.747670701773019
naskah,3,2.747670701773019
arab,2,2.9237619608287004
mulia,2,2.9237619608287004
pipa,1,3.2247919564926817
dekomposisi,1,3.2247919564926817
gera,2,2.9237619608287004
tranformasi,1,3.2247919564926817
yuv,1,3.2247919564926817
intensitas,2,2.9237619608287004
pixel,1,3.2247919564926817
panas,1,3.2247919564926817
payudara,1,3.2247919564926817
measurement,1,3.2247919564926817
underwater,1,3.2247919564926817
capsicum,1,3.2247919564926817
annum,1,3.2247919564926817
block,1,3.2247919564926817
ultraviolet,5,2.5258219521566625
homogeneity,1,3.2247919564926817
tulang,2,2.9237619608287004
gabor,6,2.446640706109038
songket,2,2.9237619608287004
arithmetic,5,2.5258219521566625
mean,12,2.1456107104450566
speckle,7,2.3796939164784248
ortokromatik,5,2.5258219521566625
nose,1,3.2247919564926817
removal,1,3.2247919564926817
wiener,2,2.9237619608287004
pepper,8,2.321701969500738
muka,2,2.9237619608287004
24bit,1,3.2247919564926817
halus,5,2.5258219521566625
smoothing,17,1.9943430351144076
menggunakanmetode,1,3.2247919564926817
arithmatic,1,3.2247919564926817
derivatif,1,3.2247919564926817
hapus,1,3.2247919564926817
gpu,1,3.2247919564926817
threshold,2,2.9237619608287004
magnetic,2,2.9237619608287004
resonance,2,2.9237619608287004
imaging,2,2.9237619608287004
midpoint,3,2.747670701773019
akurat,1,3.2247919564926817
geometric,3,2.747670701773019
mammogram,2,2.9237619608287004
low,1,3.2247919564926817
lpf,1,3.2247919564926817
derau,1,3.2247919564926817
band,2,2.9237619608287004
reject,2,2.9237619608287004
x-ray,1,3.2247919564926817
kontur,2,2.9237619608287004
opening,2,2.9237619608287004
closing,2,2.9237619608287004
operator,3,2.747670701773019
laplacian,2,2.9237619608287004
ultrasonografy,2,2.9237619608287004
zentyal,1,3.2247919564926817
anta,1,3.2247919564926817
arges,1,3.2247919564926817
order-statistic,1,3.2247919564926817
spekle,1,3.2247919564926817
selt,1,3.2247919564926817
papper,1,3.2247919564926817
harmonic,1,3.2247919564926817
morphological,2,2.9237619608287004
kilas,1,3.2247919564926817
threshoding,1,3.2247919564926817
apel,1,3.2247919564926817
manalagi,1,3.2247919564926817
visi,1,3.2247919564926817
gejala,2,2.9237619608287004
drone,1,3.2247919564926817
sift,1,3.2247919564926817
morfologis,1,3.2247919564926817
gorga,1,3.2247919564926817
luas,2,2.9237619608287004
timah,1,3.2247919564926817
background,2,2.9237619608287004
subtraction,2,2.9237619608287004
lafadz,1,3.2247919564926817
allah,1,3.2247919564926817
al-qur,1,3.2247919564926817
peirce,1,3.2247919564926817
croping,1,3.2247919564926817
nali,1,3.2247919564926817
brawijaya,3,2.747670701773019
klasifikasiberbasis,1,3.2247919564926817
piksel,1,3.2247919564926817
syntheticaperture,1,3.2247919564926817
stroberi,1,3.2247919564926817
edge,1,3.2247919564926817
retinopati,1,3.2247919564926817
slot,1,3.2247919564926817
kereta,2,2.9237619608287004
lanjut,2,2.9237619608287004
manula,1,3.2247919564926817
prewitt,1,3.2247919564926817
ekstrasi,1,3.2247919564926817
katarak,1,3.2247919564926817
sample,1,3.2247919564926817
sel,2,2.9237619608287004
merah,1,3.2247919564926817
akurasi,2,2.9237619608287004
scenes,1,3.2247919564926817
rgb,2,2.9237619608287004
oriented,6,2.446640706109038
architecture,10,2.2247919564926817
eksekutif,2,2.9237619608287004
global,9,2.2705494470533565
restful,6,2.446640706109038
json,3,2.747670701773019
jwt,3,2.747670701773019
interoperabilitas,1,3.2247919564926817
replika,1,3.2247919564926817
pangkal,1,3.2247919564926817
dikti,1,3.2247919564926817
adm,3,2.747670701773019
rsud,2,2.9237619608287004
soegiri,1,3.2247919564926817
pontianak,5,2.5258219521566625
architechture,2,2.9237619608287004
view,1,3.2247919564926817
scrum,1,3.2247919564926817
seleksi,6,2.446640706109038
madrasah,3,2.747670701773019
aliyah,1,3.2247919564926817
kare,1,3.2247919564926817
madiun,4,2.622731965164719
purwarupa,1,3.2247919564926817
massive,1,3.2247919564926817
course,1,3.2247919564926817
moocs,1,3.2247919564926817
orientasi,1,3.2247919564926817
servis,1,3.2247919564926817
resource,3,2.747670701773019
planning,5,2.5258219521566625
hmac,2,2.9237619608287004
sha-512,2,2.9237619608287004
swasta,3,2.747670701773019
soa,1,3.2247919564926817
e-academic,1,3.2247919564926817
unified,1,3.2247919564926817
usdp,1,3.2247919564926817
penyelengaraan,1,3.2247919564926817
pascamerger,1,3.2247919564926817
pondok,7,2.3796939164784248
pesantren,8,2.321701969500738
akuntansi,5,2.5258219521566625
enteprise,1,3.2247919564926817
d,2,2.9237619608287004
santi,1,3.2247919564926817
komunikatif,1,3.2247919564926817
academic,2,2.9237619608287004
purposes,1,3.2247919564926817
bumigora,1,3.2247919564926817
page,1,3.2247919564926817
159-163,1,3.2247919564926817
puluh,2,2.9237619608287004
nopember,2,2.9237619608287004
its,3,2.747670701773019
integration,1,3.2247919564926817
katolik,2,2.9237619608287004
parahyangan,1,3.2247919564926817
disnakersostrans,1,3.2247919564926817
purwakarta,1,3.2247919564926817
otentikasi,1,3.2247919564926817
platform,2,2.9237619608287004
2000,1,3.2247919564926817
novell,1,3.2247919564926817
netware,1,3.2247919564926817
ftif,1,3.2247919564926817
aset,5,2.5258219521566625
nusoap,1,3.2247919564926817
center,3,2.747670701773019
antar,2,2.9237619608287004
bin,1,3.2247919564926817
wide,1,3.2247919564926817
sosial,2,2.9237619608287004
papan,1,3.2247919564926817
civitas,1,3.2247919564926817
polines,1,3.2247919564926817
9,2,2.9237619608287004
luhur,2,2.9237619608287004
tumbuh,1,3.2247919564926817
boarding,1,3.2247919564926817
koleksi,1,3.2247919564926817
raden,1,3.2247919564926817
fatah,1,3.2247919564926817
catat,1,3.2247919564926817
sumedang,2,2.9237619608287004
systems,2,2.9237619608287004
finger,1,3.2247919564926817
print,1,3.2247919564926817
international,2,2.9237619608287004
sale,1,3.2247919564926817
bhakti,1,3.2247919564926817
pare,1,3.2247919564926817
stikesal-irsyad,1,3.2247919564926817
al-islamiyyah,1,3.2247919564926817
cilacap,1,3.2247919564926817
zachman,3,2.747670701773019
operasional,2,2.9237619608287004
sbu,1,3.2247919564926817
aircraft,1,3.2247919564926817
dirgantara,1,3.2247919564926817
unram,1,3.2247919564926817
hot,1,3.2247919564926817
tam,3,2.747670701773019
simpeg,1,3.2247919564926817
41,3,2.747670701773019
iii,1,3.2247919564926817
perbanas,1,3.2247919564926817
stemprocsi,1,3.2247919564926817
asuh,1,3.2247919564926817
tanjungpura,4,2.622731965164719
peran,6,2.446640706109038
saing,5,2.5258219521566625
kantin,1,3.2247919564926817
sat,1,3.2247919564926817
nusapersada,1,3.2247919564926817
siakad,2,2.9237619608287004
end-user,2,2.9237619608287004
satisfaction,2,2.9237619608287004
eucs,3,2.747670701773019
penting,3,2.747670701773019
djp,1,3.2247919564926817
pieces,2,2.9237619608287004
logistik,5,2.5258219521566625
tanggulang,3,2.747670701773019
siec-its,1,3.2247919564926817
tele,1,3.2247919564926817
smart-city,2,2.9237619608287004
sukses,4,2.622731965164719
dipanegara,1,3.2247919564926817
pamulang,2,2.9237619608287004
asistensi,1,3.2247919564926817
alauddin,1,3.2247919564926817
bulletin,1,3.2247919564926817
poster,1,3.2247919564926817
nfc,2,2.9237619608287004
nikkatsu,1,3.2247919564926817
electric,1,3.2247919564926817
works,1,3.2247919564926817
sidang,2,2.9237619608287004
unikom,2,2.9237619608287004
sp,1,3.2247919564926817
800-30,1,3.2247919564926817
revisi,1,3.2247919564926817
visual,2,2.9237619608287004
etetoolkit,1,3.2247919564926817
beta-thalassemia,1,3.2247919564926817
jawa,4,2.622731965164719
auto,2,2.9237619608287004
reply,2,2.9237619608287004
markup,2,2.9237619608287004
inventaris,2,2.9237619608287004
surakarta,3,2.747670701773019
abstrak,1,3.2247919564926817
unsoed,1,3.2247919564926817
indonusa,1,3.2247919564926817
reporting,1,3.2247919564926817
keluarga,3,2.747670701773019
x,8,2.321701969500738
timur,2,2.9237619608287004
e-cr,1,3.2247919564926817
unit,3,2.747670701773019
library,1,3.2247919564926817
itil,1,3.2247919564926817
operation,1,3.2247919564926817
anggota,1,3.2247919564926817
ukm,2,2.9237619608287004
zaradika,1,3.2247919564926817
dci,1,3.2247919564926817
eap,1,3.2247919564926817
simple,12,2.1456107104450566
servqual,1,3.2247919564926817
jurnal,2,2.9237619608287004
suryakancana,2,2.9237619608287004
cianjur,3,2.747670701773019
pesawat,2,2.9237619608287004
terbang,3,2.747670701773019
plagiarisme,1,3.2247919564926817
group,2,2.9237619608287004
radiusdesk,1,3.2247919564926817
codeigniter,2,2.9237619608287004
ci,1,3.2247919564926817
arsip,1,3.2247919564926817
amikom,1,3.2247919564926817
purwokerto,2,2.9237619608287004
krisis,1,3.2247919564926817
quantum,1,3.2247919564926817
kediklatan,1,3.2247919564926817
disiplin,1,3.2247919564926817
siap,2,2.9237619608287004
sertifikasi,1,3.2247919564926817
profesi,2,2.9237619608287004
tis,1,3.2247919564926817
subang,1,3.2247919564926817
frequency-inverse,1,3.2247919564926817
floyd-warshall,1,3.2247919564926817
waterfall,7,2.3796939164784248
geografis,53,1.5005160868918925
tegal,7,2.3796939164784248
haversine,2,2.9237619608287004
formula,2,2.9237619608287004
sisteminformasi,1,3.2247919564926817
kebumen,1,3.2247919564926817
praktek,2,2.9237619608287004
bidan,2,2.9237619608287004
pangan,2,2.9237619608287004
kupang,1,3.2247919564926817
tani,1,3.2247919564926817
bone,1,3.2247919564926817
tanggung,1,3.2247919564926817
positioning,1,3.2247919564926817
gps,1,3.2247919564926817
gis,4,2.622731965164719
jerawat,1,3.2247919564926817
navagreen,1,3.2247919564926817
usability,1,3.2247919564926817
prabumulih,1,3.2247919564926817
mjm,1,3.2247919564926817
kkn,2,2.9237619608287004
posdaya,1,3.2247919564926817
ahmad,1,3.2247919564926817
dahlan,1,3.2247919564926817
maps,2,2.9237619608287004
api,4,2.622731965164719
rawan,2,2.9237619608287004
buleleng,1,3.2247919564926817
erti,1,3.2247919564926817
bird,1,3.2247919564926817
contest,1,3.2247919564926817
sig,3,2.747670701773019
via,1,3.2247919564926817
celaka,2,2.9237619608287004
mojokerto,1,3.2247919564926817
heatmap,1,3.2247919564926817
hiv,1,3.2247919564926817
aids,1,3.2247919564926817
khas,3,2.747670701773019
smp,9,2.2705494470533565
kartasura,2,2.9237619608287004
skor,1,3.2247919564926817
h-index,1,3.2247919564926817
author,1,3.2247919564926817
id,1,3.2247919564926817
scopus,1,3.2247919564926817
browsing,1,3.2247919564926817
http,1,3.2247919564926817
www,1,3.2247919564926817
klik,1,3.2247919564926817
preview,1,3.2247919564926817
kumuh,1,3.2247919564926817
rajin,4,2.622731965164719
tenun,1,3.2247919564926817
gerabah,1,3.2247919564926817
e-parking,1,3.2247919564926817
bpjs,1,3.2247919564926817
palangka,3,2.747670701773019
rekreasi,1,3.2247919564926817
palangkaraya,1,3.2247919564926817
destinasi,1,3.2247919564926817
karangasem,1,3.2247919564926817
alir,1,3.2247919564926817
sungai,2,2.9237619608287004
sister,2,2.9237619608287004
paperless,2,2.9237619608287004
administration,2,2.9237619608287004
laman,1,3.2247919564926817
pesta,1,3.2247919564926817
gorontalo,3,2.747670701773019
panglayungan,1,3.2247919564926817
cipedes,1,3.2247919564926817
location,2,2.9237619608287004
tenaga,1,3.2247919564926817
wakaf,1,3.2247919564926817
laundry,2,2.9237619608287004
e-laundry,1,3.2247919564926817
tomohon,1,3.2247919564926817
breadth,1,3.2247919564926817
jambi,2,2.9237619608287004
tabrak,1,3.2247919564926817
selamat,2,2.9237619608287004
tampan,1,3.2247919564926817
hortikultura,1,3.2247919564926817
sayur,1,3.2247919564926817
se-kabupaten,1,3.2247919564926817
pati,2,2.9237619608287004
gianyar,1,3.2247919564926817
sirkulasi,1,3.2247919564926817
slims,1,3.2247919564926817
fityah,1,3.2247919564926817
animasi,4,2.622731965164719
dahsyat,2,2.9237619608287004
sedekah,2,2.9237619608287004
2d,3,2.747670701773019
animation,2,2.9237619608287004
graphic,2,2.9237619608287004
lolos,1,3.2247919564926817
lpse,2,2.9237619608287004
pikir,13,2.1108486041858447
soal,1,3.2247919564926817
kalkulus,1,3.2247919564926817
umum,4,2.622731965164719
majors,1,3.2247919564926817
content-based,1,3.2247919564926817
instruction-cbt,1,3.2247919564926817
